#This file contains the downward and upward spectral flux (per wavelength) at TOA and the #secondary eclipse depth (= planet to star flux ratio).
#Spectral fluxes given in [erg s^-1 cm^-3].
#bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     #planet/star flux ratio  
196     0.25730241        0.257270255          6.43175639e-05     1.47431e+06     188991          8.53479e-07             
197     0.257366736       0.257334573          6.43336433e-05     1.48988e+06     190800          8.52645e-07             
198     0.257431077       0.257398907          6.43497267e-05     1.50546e+06     192607          8.51811e-07             
199     0.257495435       0.257463256          6.43658141e-05     1.52104e+06     194410          8.50978e-07             
200     0.257559809       0.257527622          6.43819055e-05     1.53662e+06     196210          8.50146e-07             
201     0.257624199       0.257592004          6.4398001e-05      1.55221e+06     198007          8.49314e-07             
202     0.257688605       0.257656402          6.44141005e-05     1.56724e+06     199728          8.48483e-07             
203     0.257753027       0.257720816          6.44302041e-05     1.55956e+06     198555          8.47653e-07             
204     0.257817466       0.257785246          6.44463116e-05     1.54004e+06     195878          8.46824e-07             
205     0.25788192        0.257849693          6.44624232e-05     1.52052e+06     193206          8.45995e-07             
206     0.25794639        0.257914155          6.44785388e-05     1.501e+06       190538          8.45168e-07             
207     0.258010877       0.257978634          6.44946584e-05     1.48146e+06     187875          8.4434e-07              
208     0.25807538        0.258043128          6.45107821e-05     1.46193e+06     185216          8.43514e-07             
209     0.258139899       0.258107639          6.45269098e-05     1.44239e+06     182561          8.42689e-07             
210     0.258204434       0.258172166          6.45430415e-05     1.42284e+06     179911          8.41864e-07             
211     0.258268985       0.258236709          6.45591773e-05     1.40329e+06     177265          8.4104e-07              
212     0.258333552       0.258301268          6.45753171e-05     1.38373e+06     174624          8.40217e-07             
213     0.258398135       0.258365844          6.45914609e-05     1.36417e+06     171987          8.39394e-07             
214     0.258462735       0.258430435          6.46076088e-05     1.34461e+06     169354          8.38573e-07             
215     0.25852735        0.258495043          6.46237607e-05     1.32503e+06     166726          8.37752e-07             
216     0.258591982       0.258559666          6.46399166e-05     1.30546e+06     164102          8.36931e-07             
217     0.25865663        0.258624306          6.46560766e-05     1.28588e+06     161482          8.36112e-07             
218     0.258721294       0.258688962          6.46722406e-05     1.26759e+06     159030          8.35293e-07             
219     0.258785975       0.258753635          6.46884087e-05     1.28886e+06     161540          8.34475e-07             
220     0.258850671       0.258818323          6.47045808e-05     1.32875e+06     166376          8.33658e-07             
221     0.258915384       0.258883028          6.47207569e-05     1.36864e+06     171204          8.32842e-07             
222     0.258980113       0.258947748          6.47369371e-05     1.40855e+06     176023          8.32026e-07             
223     0.259044858       0.259012485          6.47531213e-05     1.44846e+06     180834          8.31211e-07             
224     0.259109619       0.259077238          6.47693096e-05     1.48839e+06     185636          8.30397e-07             
225     0.259174396       0.259142008          6.47855019e-05     1.52833e+06     190430          8.29583e-07             
226     0.25923919        0.259206793          6.48016983e-05     1.56827e+06     195216          8.28771e-07             
227     0.259304          0.259271595          6.48178987e-05     1.60823e+06     199994          8.27959e-07             
228     0.259368826       0.259336413          6.48341032e-05     1.64819e+06     204763          8.27148e-07             
229     0.259433668       0.259401247          6.48503117e-05     1.68817e+06     209524          8.26337e-07             
230     0.259498526       0.259466097          6.48665243e-05     1.72815e+06     214276          8.25527e-07             
231     0.259563401       0.259530964          6.48827409e-05     1.76815e+06     219021          8.24718e-07             
232     0.259628292       0.259595847          6.48989616e-05     1.80816e+06     223757          8.2391e-07              
233     0.259693199       0.259660745          6.49151864e-05     1.84817e+06     228484          8.23103e-07             
234     0.259758122       0.259725661          6.49314152e-05     1.88719e+06     233080          8.22296e-07             
235     0.259823062       0.259790592          6.4947648e-05      1.90219e+06     234702          8.2149e-07              
236     0.259888018       0.25985554           6.49638849e-05     1.90698e+06     235063          8.20685e-07             
237     0.25995299        0.259920504          6.49801259e-05     1.91178e+06     235422          8.1988e-07              
238     0.260017978       0.259985484          6.49963709e-05     1.91657e+06     235782          8.19076e-07             
239     0.260082982       0.26005048           6.501262e-05       1.92137e+06     236140          8.18273e-07             
240     0.260148003       0.260115493          6.50288732e-05     1.92617e+06     236497          8.17471e-07             
241     0.26021304        0.260180522          6.50451304e-05     1.93097e+06     236854          8.16669e-07             
242     0.260278093       0.260245567          6.50613917e-05     1.93577e+06     237210          8.15869e-07             
243     0.260343163       0.260310628          6.5077657e-05      1.94057e+06     237565          8.15068e-07             
244     0.260408249       0.260375706          6.50939264e-05     1.94537e+06     237919          8.14269e-07             
