# Spectrum of GJ486 at 1 AU (SPHINX)
# WL(nm)	Flux(ergs/cm**2/s/nm)
1.356296e+03	8.252986e+00
1.361722e+03	8.266897e+00
1.367168e+03	8.275703e+00
1.372637e+03	8.301012e+00
1.378128e+03	8.265671e+00
1.383640e+03	8.220278e+00
1.389175e+03	8.096420e+00
1.394731e+03	8.020255e+00
1.400310e+03	7.955064e+00
1.405912e+03	7.927731e+00
1.411535e+03	7.804177e+00
1.417181e+03	7.736777e+00
1.422850e+03	7.730504e+00
1.428542e+03	7.636280e+00
1.434256e+03	7.650805e+00
1.439993e+03	7.624029e+00
1.445753e+03	7.626583e+00
1.451536e+03	7.580883e+00
1.457342e+03	7.553145e+00
1.463171e+03	7.494089e+00
1.469024e+03	7.410977e+00
1.474900e+03	7.430551e+00
1.480800e+03	7.400217e+00
1.486723e+03	7.335708e+00
1.492670e+03	7.358412e+00
1.498640e+03	7.333876e+00
1.504635e+03	7.165443e+00
1.510653e+03	7.306146e+00
1.516696e+03	7.286324e+00
1.522763e+03	7.304492e+00
1.528854e+03	7.298339e+00
1.534969e+03	7.234805e+00
1.541109e+03	7.214338e+00
1.547274e+03	7.210511e+00
1.553463e+03	7.190810e+00
1.559677e+03	7.159470e+00
1.565915e+03	7.162743e+00
1.572179e+03	7.122912e+00
1.578468e+03	7.156932e+00
1.584782e+03	7.144711e+00
1.591121e+03	7.115578e+00
1.597485e+03	7.124017e+00
1.603875e+03	7.083280e+00
1.610291e+03	7.052940e+00
1.616732e+03	6.848860e+00
1.623199e+03	6.984542e+00
1.629691e+03	7.002464e+00
1.636210e+03	6.999640e+00
1.642755e+03	6.940967e+00
1.649326e+03	6.898832e+00
1.655923e+03	6.853873e+00
1.662547e+03	6.791904e+00
1.669197e+03	6.748204e+00
1.675874e+03	6.691062e+00
1.682578e+03	6.616976e+00
1.689308e+03	6.537582e+00
1.696065e+03	6.451430e+00
1.702849e+03	6.357908e+00
1.709661e+03	6.176252e+00
1.716499e+03	6.095256e+00
1.723365e+03	6.025542e+00
1.730259e+03	5.929040e+00
1.737180e+03	5.778372e+00
1.744129e+03	5.677414e+00
1.751105e+03	5.572962e+00
1.758110e+03	5.404958e+00
1.765142e+03	5.315117e+00
1.772203e+03	5.196570e+00
1.779291e+03	5.051112e+00
1.786409e+03	4.962445e+00
1.793554e+03	4.849783e+00
1.800728e+03	4.795063e+00
1.807931e+03	4.681449e+00
1.815163e+03	4.678395e+00
1.822424e+03	4.611550e+00
1.829713e+03	4.527026e+00
1.837032e+03	4.503089e+00
1.844380e+03	4.316978e+00
1.851758e+03	4.266838e+00
1.859165e+03	4.062338e+00
1.866602e+03	4.210711e+00
1.874068e+03	4.101994e+00
1.881564e+03	4.137620e+00
1.889090e+03	4.118136e+00
1.896647e+03	4.113917e+00
1.904233e+03	4.075332e+00
1.911850e+03	4.080254e+00
1.919498e+03	3.996158e+00
1.927176e+03	3.838981e+00
1.934884e+03	3.864464e+00
1.942624e+03	3.593263e+00
1.950394e+03	3.651547e+00
1.958196e+03	3.768149e+00
1.966029e+03	3.758815e+00
1.973893e+03	3.469497e+00
1.981789e+03	3.412714e+00
1.989716e+03	3.394538e+00
1.997675e+03	3.509522e+00
2.005665e+03	3.486598e+00
2.013688e+03	3.426472e+00
2.021743e+03	3.417517e+00
2.029830e+03	3.358056e+00
2.037949e+03	3.331216e+00
2.046101e+03	3.294800e+00
2.054285e+03	3.301855e+00
2.062502e+03	3.240739e+00
2.070752e+03	3.233571e+00
2.079035e+03	3.209649e+00
2.087351e+03	3.171642e+00
2.095701e+03	3.155595e+00
2.104084e+03	3.143601e+00
2.112500e+03	3.125296e+00
2.120950e+03	3.103474e+00
2.129434e+03	3.063257e+00
2.137952e+03	3.049680e+00
2.146503e+03	3.046612e+00
2.155089e+03	3.020179e+00
2.163710e+03	3.004828e+00
2.172365e+03	2.978846e+00
